"date","home_team","away_team","home_score","away_score","tournament","city","country","neutral"
"1996-06-17","Sri Lanka","Iran","0","4","AFC Asian Cup qualification","Muscat","Oman","TRUE"
"1996-06-18","England","Netherlands","4","1","UEFA Euro","London","England","FALSE"
"1996-06-18","France","Bulgaria","3","1","UEFA Euro","Newcastle","England","TRUE"
"1996-06-18","Romania","Spain","1","2","UEFA Euro","Leeds","England","TRUE"
"1996-06-18","Scotland","Switzerland","1","0","UEFA Euro","Birmingham","England","TRUE"
"1996-06-19","Croatia","Portugal","0","3","UEFA Euro","Nottingham","England","TRUE"
"1996-06-19","Italy","Germany","0","0","UEFA Euro","Manchester","England","TRUE"
"1996-06-19","Nepal","Iran","0","4","AFC Asian Cup qualification","Muscat","Oman","TRUE"
"1996-06-19","Oman","Sri Lanka","10","0","AFC Asian Cup qualification","Muscat","Oman","FALSE"
"1996-06-19","Russia","Czech Republic","3","3","UEFA Euro","Liverpool","England","TRUE"
"1996-06-19","Turkey","Denmark","0","3","UEFA Euro","Sheffield","England","TRUE"
"1996-06-19","Uzbekistan","Tajikistan","5","0","AFC Asian Cup qualification","Tashkent","Uzbekistan","FALSE"
"1996-06-20","Kuwait","Lebanon","0","0","AFC Asian Cup qualification","Kuwait City","Kuwait","FALSE"
"1996-06-20","Peru","Armenia","4","0","Friendly","Lima","Peru","FALSE"
"1996-06-21","Nepal","Sri Lanka","0","2","AFC Asian Cup qualification","Muscat","Oman","TRUE"
"1996-06-21","Oman","Iran","1","2","AFC Asian Cup qualification","Muscat","Oman","FALSE"
"1996-06-21","Syria","Kazakhstan","2","0","AFC Asian Cup qualification","Damascus","Syria","FALSE"
"1996-06-22","England","Spain","0","0","UEFA Euro","London","England","FALSE"
"1996-06-22","France","Netherlands","0","0","UEFA Euro","Liverpool","England","TRUE"
"1996-06-22","Honduras","Venezuela","1","0","Friendly","San Pedro Sula","Honduras","FALSE"
"1996-06-23","Cuba","Haiti","6","1","FIFA World Cup qualification","Port of Spain","Trinidad and Tobago","TRUE"
"1996-06-23","Barbados","Jamaica","0","1","FIFA World Cup qualification","Bridgetown","Barbados","FALSE"
"1996-06-23","Czech Republic","Portugal","1","0","UEFA Euro","Birmingham","England","TRUE"
"1996-06-23","Germany","Croatia","2","1","UEFA Euro","Manchester","England","TRUE"
"1996-06-23","Liberia","Gambia","4","0","FIFA World Cup qualification","Accra","Ghana","TRUE"
"1996-06-23","Saint Kitts and Nevis","Saint Vincent and the Grenadines","2","2","FIFA World Cup qualification","Basseterre","Saint Kitts and Nevis","FALSE"
"1996-06-23","Trinidad and Tobago","Dominican Republic","8","0","FIFA World Cup qualification","Port of Spain","Trinidad and Tobago","FALSE"
"1996-06-25","Paraguay","Armenia","1","2","Friendly","Asunción","Paraguay","FALSE"
"1996-06-26","England","Germany","1","1","UEFA Euro","London","England","FALSE"
"1996-06-26","France","Czech Republic","0","0","UEFA Euro","Manchester","England","TRUE"
"1996-06-27","Myanmar","Singapore","0","4","AFC Asian Cup qualification","Bangkok","Thailand","TRUE"
"1996-06-27","Thailand","Maldives","8","0","AFC Asian Cup qualification","Bangkok","Thailand","FALSE"
"1996-06-28","China PR","New Zealand","2","0","Friendly","Beijing","China PR","FALSE"
"1996-06-28","Qatar","Syria","1","0","AFC Asian Cup qualification","Doha","Qatar","FALSE"
"1996-06-29","Maldives","Singapore","0","2","AFC Asian Cup qualification","Bangkok","Thailand","TRUE"
"1996-06-29","Thailand","Myanmar","5","1","AFC Asian Cup qualification","Bangkok","Thailand","FALSE"
"1996-06-30","Czech Republic","Germany","1","2","UEFA Euro","London","England","TRUE"
"1996-06-30","Ecuador","Armenia","3","0","Friendly","Portoviejo","Ecuador","FALSE"
"1996-06-30","Haiti","Cuba","1","1","FIFA World Cup qualification","Cap-Haïtien","Haiti","FALSE"
"1996-06-30","Jamaica","Barbados","2","0","FIFA World Cup qualification","Kingston","Jamaica","FALSE"
"1996-06-30","Saint Vincent and the Grenadines","Saint Kitts and Nevis","0","0","FIFA World Cup qualification","Kingstown","Saint Vincent and the Grenadines","FALSE"
"1996-07-01","Myanmar","Maldives","3","1","AFC Asian Cup qualification","Bangkok","Thailand","TRUE"
"1996-07-01","Thailand","Singapore","1","1","AFC Asian Cup qualification","Bangkok","Thailand","FALSE"
"1996-07-04","Maldives","Thailand","0","8","AFC Asian Cup qualification","Singapore","Singapore","TRUE"
"1996-07-04","Singapore","Myanmar","2","2","AFC Asian Cup qualification","Singapore","Singapore","FALSE"
"1996-07-05","Qatar","Kazakhstan","3","0","AFC Asian Cup qualification","Doha","Qatar","FALSE"
"1996-07-06","Chile","Ecuador","4","1","FIFA World Cup qualification","Santiago","Chile","FALSE"
"1996-07-06","Malawi","Tanzania","3","2","Friendly","Blantyre","Malawi","FALSE"
"1996-07-07","Bolivia","Venezuela","6","1","FIFA World Cup qualification","La Paz","Bolivia","FALSE"
"1996-07-07","Myanmar","Thailand","1","7","AFC Asian Cup qualification","Singapore","Singapore","TRUE"
"1996-07-07","Colombia","Uruguay","3","1","FIFA World Cup qualification","Barranquilla","Colombia","FALSE"
"1996-07-07","Estonia","Latvia","1","1","Baltic Cup","Narva","Estonia","FALSE"
"1996-07-07","Peru","Argentina","0","0","FIFA World Cup qualification","Lima","Peru","FALSE"
"1996-07-07","Singapore","Maldives","5","2","AFC Asian Cup qualification","Singapore","Singapore","FALSE"
"1996-07-08","Latvia","Lithuania","1","2","Baltic Cup","Narva","Estonia","TRUE"
"1996-07-08","Malawi","Tanzania","1","0","Friendly","Lilongwe","Malawi","FALSE"
"1996-07-09","Myanmar","Maldives","4","1","AFC Asian Cup qualification","Singapore","Singapore","TRUE"
"1996-07-09","Estonia","Lithuania","1","1","Baltic Cup","Narva","Estonia","FALSE"
"1996-07-09","Singapore","Thailand","2","2","AFC Asian Cup qualification","Singapore","Singapore","FALSE"
"1996-07-10","Malawi","Tanzania","1","1","Friendly","Mzuzu","Malawi","FALSE"
"1996-07-12","Kazakhstan","Syria","0","1","AFC Asian Cup qualification","Almaty","Kazakhstan","FALSE"
"1996-07-17","China PR","Uruguay","1","1","Friendly","Beijing","China PR","FALSE"
"1996-07-19","Syria","Qatar","3","1","AFC Asian Cup qualification","Damascus","Syria","FALSE"
"1996-07-21","Panama","Venezuela","0","2","Friendly","Panama City","Panama","FALSE"
"1996-07-24","Honduras","Panama","1","1","Friendly","Tegucigalpa","Honduras","FALSE"
"1996-07-26","Paraguay","Bolivia","2","0","Friendly","Asunción","Paraguay","FALSE"
"1996-07-28","Honduras","Trinidad and Tobago","0","0","Friendly","Tegucigalpa","Honduras","FALSE"
"1996-07-28","Jamaica","Panama","0","0","Friendly","Kingston","Jamaica","FALSE"
"1996-07-30","Panama","Trinidad and Tobago","1","0","Friendly","Panama City","Panama","FALSE"
"1996-07-31","Belarus","Lithuania","2","2","Friendly","Minsk","Belarus","FALSE"
"1996-08-04","Costa Rica","Honduras","1","1","Friendly","San José","Costa Rica","FALSE"
"1996-08-04","Guatemala","Panama","1","0","Friendly","Guatemala","Guatemala","FALSE"
"1996-08-04","Vietnam","Taiwan","4","1","AFC Asian Cup qualification","Ho Chi Minh City","Vietnam","FALSE"
"1996-08-05","South Korea","Guam","9","0","AFC Asian Cup qualification","Ho Chi Minh City","Vietnam","TRUE"
"1996-08-07","Panama","Honduras","2","1","Friendly","Panama City","Panama","FALSE"
"1996-08-07","Vietnam","Guam","9","0","AFC Asian Cup qualification","Ho Chi Minh City","Vietnam","FALSE"
"1996-08-08","Benin","Mauritania","4","1","African Cup of Nations qualification","Cotonou","Benin","FALSE"
"1996-08-08","China PR","Paraguay","0","2","Friendly","Beijing","China PR","FALSE"
"1996-08-08","South Korea","Taiwan","4","0","AFC Asian Cup qualification","Ho Chi Minh City","Vietnam","TRUE"
"1996-08-09","Jordan","Pakistan","4","0","AFC Asian Cup qualification","Amman","Jordan","FALSE"
"1996-08-11","Botswana","Namibia","0","0","African Cup of Nations qualification","Gaborone","Botswana","FALSE"
"1996-08-11","Congo","Togo","0","0","African Cup of Nations qualification","Pointe-Noire","Congo","FALSE"
"1996-08-11","Honduras","Costa Rica","0","0","Friendly","Tegucigalpa","Honduras","FALSE"
"1996-08-11","Iraq","Pakistan","3","0","AFC Asian Cup qualification","Amman","Jordan","TRUE"
"1996-08-11","Mauritius","Seychelles","1","0","African Cup of Nations qualification","Port Louis","Mauritius","FALSE"
"1996-08-11","Uganda","Ethiopia","1","1","African Cup of Nations qualification","Kampala","Uganda","FALSE"
"1996-08-11","Vietnam","South Korea","0","4","AFC Asian Cup qualification","Ho Chi Minh City","Vietnam","FALSE"
"1996-08-13","Jordan","Iraq","0","1","AFC Asian Cup qualification","Amman","Jordan","FALSE"
"1996-08-13","Ukraine","Lithuania","5","2","Friendly","Kyiv","Ukraine","FALSE"
"1996-08-14","Greece","Albania","2","1","Friendly","Athens","Greece","FALSE"
"1996-08-14","Honduras","El Salvador","2","1","Friendly","San Pedro Sula","Honduras","FALSE"
"1996-08-14","Hungary","United Arab Emirates","3","1","Friendly","Siófok","Hungary","FALSE"
"1996-08-14","Iceland","Malta","2","1","Friendly","Reykjavík","Iceland","FALSE"
"1996-08-14","Latvia","Finland","0","0","Friendly","Riga","Latvia","FALSE"
"1996-08-14","Panama","Guatemala","1","0","Friendly","Panama City","Panama","FALSE"
"1996-08-14","Peru","Costa Rica","3","0","Friendly","Arequipa","Peru","FALSE"
"1996-08-14","Romania","Israel","2","0","Friendly","Bucharest","Romania","FALSE"
"1996-08-14","Sweden","Denmark","0","1","Friendly","Gothenburg","Sweden","FALSE"
"1996-08-14","Turkey","Moldova","2","0","Friendly","Istanbul","Turkey","FALSE"
"1996-08-16","Ecuador","Costa Rica","1","1","Friendly","Cuenca","Ecuador","FALSE"
"1996-08-17","Rwanda","Uganda","0","0","Friendly","Kigali","Rwanda","FALSE"
"1996-08-18","Guatemala","Honduras","1","1","Friendly","Monterey Park","United States","TRUE"
"1996-08-20","Belarus","United Arab Emirates","0","1","Friendly","Fürth","Germany","TRUE"
"1996-08-20","Oman","Mali","1","0","Friendly","Muscat","Oman","FALSE"
"1996-08-20","Togo","Benin","2","0","Friendly","Lomé","Togo","FALSE"
"1996-08-21","El Salvador","Honduras","1","2","Friendly","San Salvador","El Salvador","FALSE"
"1996-08-22","Oman","Mali","1","1","Friendly","Muscat","Oman","FALSE"
"1996-08-24","Panama","Jamaica","2","0","Friendly","Panama City","Panama","FALSE"
"1996-08-24","Seychelles","Mauritius","1","1","African Cup of Nations qualification","Victoria","Seychelles","FALSE"
"1996-08-25","Ethiopia","Uganda","1","1","African Cup of Nations qualification","Addis Ababa","Ethiopia","FALSE"
"1996-08-25","Honduras","Cuba","4","0","Friendly","Tegucigalpa","Honduras","FALSE"
"1996-08-25","Japan","Uruguay","5","3","Friendly","Osaka","Japan","FALSE"
"1996-08-25","Namibia","Botswana","6","0","African Cup of Nations qualification","Windhoek","Namibia","FALSE"
"1996-08-25","Togo","Congo","1","0","African Cup of Nations qualification","Lomé","Togo","FALSE"
"1996-08-27","Guatemala","Jamaica","2","1","Friendly","Guatemala","Guatemala","FALSE"
"1996-08-27","Poland","Cyprus","2","2","Friendly","Bełchatów","Poland","FALSE"
"1996-08-28","Honduras","Cuba","2","2","Friendly","San Pedro Sula","Honduras","FALSE"
"1996-08-28","Oman","Sudan","0","0","Friendly","Muscat","Oman","FALSE"
"1996-08-28","Russia","Brazil","2","2","Friendly","Moscow","Russia","FALSE"
"1996-08-29","Morocco","DR Congo","7","0","Friendly","Settat","Morocco","FALSE"
"1996-08-30","Canada","Panama","3","1","FIFA World Cup qualification","Edmonton","Canada","FALSE"
"1996-08-30","Guatemala","Cuba","1","1","Friendly","Guatemala","Guatemala","FALSE"
"1996-08-30","Mauritania","Benin","0","0","African Cup of Nations qualification","Nouakchott","Mauritania","FALSE"
"1996-08-30","United States","El Salvador","3","1","Friendly","Los Angeles","United States","FALSE"
"1996-08-31","Armenia","Portugal","0","0","FIFA World Cup qualification","Yerevan","Armenia","FALSE"
"1996-08-31","Austria","Scotland","0","0","FIFA World Cup qualification","Vienna","Austria","FALSE"
"1996-08-31","Azerbaijan","Switzerland","1","0","FIFA World Cup qualification","Baku","Azerbaijan","FALSE"
"1996-08-31","Belarus","Estonia","1","0","FIFA World Cup qualification","Minsk","Belarus","FALSE"
"1996-08-31","Belgium","Turkey","2","1","FIFA World Cup qualification","Brussels","Belgium","FALSE"
"1996-08-31","Faroe Islands","Slovakia","1","2","FIFA World Cup qualification","Toftir","Faroe Islands","FALSE"
"1996-08-31","France","Mexico","2","0","Friendly","Paris","France","FALSE"
"1996-08-31","Liechtenstein","Republic of Ireland","0","5","FIFA World Cup qualification","Eschen","Liechtenstein","FALSE"
"1996-08-31","Netherlands","Brazil","2","2","Friendly","Amsterdam","Netherlands","FALSE"
"1996-08-31","Northern Ireland","Ukraine","0","1","FIFA World Cup qualification","Belfast","Northern Ireland","FALSE"
"1996-08-31","Oman","Sudan","0","1","Friendly","Muscat","Oman","FALSE"
"1996-08-31","Romania","Lithuania","3","0","FIFA World Cup qualification","Bucharest","Romania","FALSE"
"1996-08-31","Wales","San Marino","6","0","FIFA World Cup qualification","Cardiff","Wales","FALSE"
"1996-09-01","Argentina","Paraguay","1","1","FIFA World Cup qualification","Buenos Aires","Argentina","FALSE"
"1996-09-01","Bolivia","Peru","0","0","FIFA World Cup qualification","La Paz","Bolivia","FALSE"
"1996-09-01","Colombia","Chile","4","1","FIFA World Cup qualification","Barranquilla","Colombia","FALSE"
"1996-09-01","Ecuador","Venezuela","1","0","FIFA World Cup qualification","Quito","Ecuador","FALSE"
"1996-09-01","Greece","Bosnia and Herzegovina","3","0","FIFA World Cup qualification","Kalamáta","Greece","FALSE"
"1996-09-01","Hungary","Finland","1","0","FIFA World Cup qualification","Budapest","Hungary","FALSE"
"1996-09-01","Israel","Bulgaria","2","1","FIFA World Cup qualification","Ramat-Gan","Israel","FALSE"
"1996-09-01","Latvia","Sweden","1","2","FIFA World Cup qualification","Riga","Latvia","FALSE"
"1996-09-01","Moldova","England","0","3","FIFA World Cup qualification","Chișinău","Moldova","FALSE"
"1996-09-01","Norway","Georgia","1","0","Friendly","Oslo","Norway","FALSE"
"1996-09-01","Russia","Cyprus","4","0","FIFA World Cup qualification","Moscow","Russia","FALSE"
"1996-09-01","Singapore","Malaysia","1","1","AFF Championship","Singapore","Singapore","FALSE"
"1996-09-01","Slovenia","Denmark","0","2","FIFA World Cup qualification","Ljubljana","Slovenia","FALSE"
"1996-09-01","Trinidad and Tobago","Costa Rica","0","1","FIFA World Cup qualification","Port of Spain","Trinidad and Tobago","FALSE"
"1996-09-02","Cambodia","Vietnam","1","3","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-02","Laos","Indonesia","1","5","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-02","Philippines","Thailand","0","5","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-04","Czech Republic","Iceland","2","1","Friendly","Jablonec nad Nisou nad Nisou","Czech Republic","FALSE"
"1996-09-04","Faroe Islands","Spain","2","6","FIFA World Cup qualification","Toftir","Faroe Islands","FALSE"
"1996-09-04","Jamaica","Costa Rica","2","0","Friendly","Kingston","Jamaica","FALSE"
"1996-09-04","Malaysia","Philippines","7","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-04","Poland","Germany","0","2","Friendly","Zabrze","Poland","FALSE"
"1996-09-04","Singapore","Brunei","3","0","AFF Championship","Singapore","Singapore","FALSE"
"1996-09-05","Myanmar","Cambodia","5","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-05","Laos","Vietnam","1","1","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-05","Lebanon","Oman","1","2","Friendly","Beirut","Lebanon","FALSE"
"1996-09-06","Singapore","Philippines","3","0","AFF Championship","Singapore","Singapore","FALSE"
"1996-09-06","Thailand","Brunei","6","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-07","Myanmar","Vietnam","1","4","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-07","Indonesia","Cambodia","3","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-08","Brunei","Philippines","1","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-08","El Salvador","Cuba","5","0","FIFA World Cup qualification","San Salvador","El Salvador","FALSE"
"1996-09-08","Thailand","Malaysia","1","1","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-09","Indonesia","Myanmar","6","1","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-09","Laos","Cambodia","1","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-10","Brunei","Malaysia","0","6","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-10","Singapore","Thailand","0","1","AFF Championship","Singapore","Singapore","FALSE"
"1996-09-11","Japan","Uzbekistan","1","0","Friendly","Tokyo","Japan","FALSE"
"1996-09-11","Laos","Myanmar","2","4","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-11","Vietnam","Indonesia","1","1","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-13","Malaysia","Indonesia","3","1","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-13","Thailand","Vietnam","4","2","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-14","Australia","Ghana","2","0","Simba Tournament","Durban","South Africa","TRUE"
"1996-09-14","South Africa","Kenya","1","0","Simba Tournament","Durban","South Africa","FALSE"
"1996-09-15","Saint Vincent and the Grenadines","Mexico","0","3","FIFA World Cup qualification","Kingstown","Saint Vincent and the Grenadines","FALSE"
"1996-09-15","Indonesia","Vietnam","2","3","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-15","Jamaica","Honduras","3","0","FIFA World Cup qualification","Kingston","Jamaica","FALSE"
"1996-09-15","Senegal","Mali","1","0","Friendly","Saint-Louis","Senegal","FALSE"
"1996-09-15","Thailand","Malaysia","1","0","AFF Championship","Singapore","Singapore","TRUE"
"1996-09-16","Papua New Guinea","Solomon Islands","1","1","FIFA World Cup qualification","Lae","Papua New Guinea","FALSE"
"1996-09-17","Oman","Zambia","0","0","Friendly","Muscat","Oman","FALSE"
"1996-09-18","Czech Republic","Malta","6","0","FIFA World Cup qualification","Teplice","Czech Republic","FALSE"
"1996-09-18","Ghana","Kenya","1","0","Simba Tournament","Johannesburg","South Africa","TRUE"
"1996-09-18","Romania","United Arab Emirates","1","2","Friendly","Bucharest","Romania","FALSE"
"1996-09-18","Solomon Islands","Vanuatu","1","1","FIFA World Cup qualification","Lae","Papua New Guinea","TRUE"
"1996-09-18","South Africa","Australia","2","0","Simba Tournament","Johannesburg","South Africa","FALSE"
"1996-09-19","El Salvador","Venezuela","0","1","Friendly","San Salvador","El Salvador","FALSE"
"1996-09-20","Papua New Guinea","Vanuatu","2","1","FIFA World Cup qualification","Lae","Papua New Guinea","FALSE"
"1996-09-20","Qatar","Sri Lanka","3","0","FIFA World Cup qualification","Doha","Qatar","FALSE"
"1996-09-21","Australia","Kenya","4","0","Simba Tournament","Pretoria","South Africa","TRUE"
"1996-09-21","Honduras","Mexico","2","1","FIFA World Cup qualification","San Pedro Sula","Honduras","FALSE"
"1996-09-21","India","Philippines","2","0","FIFA World Cup qualification","Doha","Qatar","TRUE"
"1996-09-21","South Africa","Ghana","0","0","Simba Tournament","Pretoria","South Africa","FALSE"
"1996-09-22","Guinea","Gabon","0","1","Friendly","Conakry","Guinea","FALSE"
"1996-09-22","Panama","Cuba","1","3","FIFA World Cup qualification","Panama City","Panama","FALSE"
"1996-09-22","Saudi Arabia","Zambia","2","1","Friendly","Riyadh","Saudi Arabia","FALSE"
"1996-09-22","Slovakia","Malta","6","0","FIFA World Cup qualification","Bratislava","Slovakia","FALSE"
"1996-09-23","Saint Vincent and the Grenadines","Jamaica","1","2","FIFA World Cup qualification","Kingstown","Saint Vincent and the Grenadines","FALSE"
"1996-09-23","Mali","Guinea","0","0","Friendly","Bamako","Mali","FALSE"
"1996-09-23","Qatar","Philippines","5","0","FIFA World Cup qualification","Doha","Qatar","FALSE"
"1996-09-24","Sri Lanka","India","1","1","FIFA World Cup qualification","Doha","Qatar","TRUE"
"1996-09-25","El Salvador","Guatemala","2","1","Friendly","Los Angeles","United States","TRUE"
"1996-09-25","South Korea","China PR","3","1","Friendly","Seoul","South Korea","FALSE"
"1996-09-25","Oman","Mozambique","0","2","Friendly","Muscat","Oman","FALSE"
"1996-09-25","Poland","United Arab Emirates","1","0","Friendly","Wodzisław Śląski","Poland","FALSE"
"1996-09-25","Saudi Arabia","Zambia","1","3","Friendly","Dammam","Saudi Arabia","FALSE"
"1996-09-25","Syria","Sudan","1","2","Friendly","Damascus","Syria","FALSE"
"1996-09-26","Philippines","Sri Lanka","0","3","FIFA World Cup qualification","Doha","Qatar","TRUE"
"1996-09-27","Qatar","India","6","0","FIFA World Cup qualification","Doha","Qatar","FALSE"
"1996-09-29","Gabon","Mali","1","1","Friendly","Libreville","Gabon","FALSE"
"1996-09-29","Oman","New Zealand","0","1","Friendly","Muscat","Oman","FALSE"
"1996-09-29","Syria","Sudan","1","0","Friendly","Damascus","Syria","FALSE"
"1996-09-29","Zimbabwe","Tanzania","1","0","Friendly","Harare","Zimbabwe","FALSE"
"1996-10-01","Oman","New Zealand","1","2","Friendly","Muscat","Oman","FALSE"
"1996-10-03","Lebanon","Bahrain","2","3","Friendly","Tripoli","Lebanon","FALSE"
"1996-10-03","Saudi Arabia","New Zealand","3","0","Friendly","Dhahran","Saudi Arabia","FALSE"
"1996-10-04","Ecuador","Jamaica","2","1","Friendly","Ambato","Ecuador","FALSE"
"1996-10-04","Kuwait","Iran","0","1","Friendly","Kuwait City","Kuwait","FALSE"
"1996-10-05","Estonia","Belarus","1","0","FIFA World Cup qualification","Tallinn","Estonia","FALSE"
"1996-10-05","Latvia","Scotland","0","2","FIFA World Cup qualification","Riga","Latvia","FALSE"
"1996-10-05","Lithuania","Iceland","2","0","FIFA World Cup qualification","Vilnius","Lithuania","FALSE"
"1996-10-05","Moldova","Italy","1","3","FIFA World Cup qualification","Chișinău","Moldova","FALSE"
"1996-10-05","Northern Ireland","Armenia","1","1","FIFA World Cup qualification","Belfast","Northern Ireland","FALSE"
"1996-10-05","Qatar","New Zealand","3","2","Friendly","Doha","Qatar","FALSE"
"1996-10-05","Togo","Tanzania","2","1","African Cup of Nations qualification","Lomé","Togo","FALSE"
"1996-10-05","Ukraine","Portugal","2","1","FIFA World Cup qualification","Kyiv","Ukraine","FALSE"
"1996-10-05","Wales","Netherlands","1","3","FIFA World Cup qualification","Cardiff","Wales","FALSE"
"1996-10-06","Algeria","Ivory Coast","4","1","African Cup of Nations qualification","Algiers","Algeria","FALSE"
"1996-10-06","Benin","Mali","1","2","African Cup of Nations qualification","Cotonou","Benin","FALSE"
"1996-10-06","Central African Republic","Guinea","2","3","African Cup of Nations qualification","Bangui","Central African Republic","FALSE"
"1996-10-06","DR Congo","Liberia","0","0","African Cup of Nations qualification","Kinshasa","Zaïre","FALSE"
"1996-10-06","Ethiopia","Senegal","1","2","African Cup of Nations qualification","Addis Ababa","Ethiopia","FALSE"
"1996-10-06","Faroe Islands","Serbia","1","8","FIFA World Cup qualification","Toftir","Faroe Islands","FALSE"
"1996-10-06","Finland","Switzerland","2","3","FIFA World Cup qualification","Helsinki","Finland","FALSE"
"1996-10-06","Gabon","Cameroon","0","0","African Cup of Nations qualification","Libreville","Gabon","FALSE"
"1996-10-06","Ghana","Angola","2","1","African Cup of Nations qualification","Kumasi","Ghana","FALSE"
"1996-10-06","Mauritius","Malawi","1","2","African Cup of Nations qualification","Curepipe","Mauritius","FALSE"
"1996-10-06","Panama","El Salvador","1","1","FIFA World Cup qualification","Panama City","Panama","FALSE"
"1996-10-06","Sudan","Zimbabwe","0","3","African Cup of Nations qualification","Khartoum","Sudan","FALSE"
